time,seconds_elapsed,z,y,x
1772594804605925000,0.263925048828125,9.997288703918457,0.046986207365989685,0.19213469326496124
1772594804626188000,0.28418798828125,9.992799758911133,0.033518824726343155,0.21308395266532898
1772594804646452000,0.304451904296875,9.979930877685547,0.03561374917626381,0.21667525172233582
1772594804666716000,0.3247158203125,9.981427192687988,0.02513911761343479,0.2172738015651703
1772594804686979000,0.34497900390625,9.978135108947754,0.02364274114370346,0.22774843871593475
1772594804707243000,0.365242919921875,9.967659950256348,0.019153613597154617,0.22834698855876923
1772594804727507000,0.3855068359375,9.96017837524414,0.019153613597154617,0.2346317619085312
1772594804747770000,0.40577001953125,9.951498985290527,0.01586158573627472,0.24480712413787842
1772594804768034000,0.426033935546875,9.955689430236816,0.015562310814857483,0.24750059843063354
1772594804788298000,0.446298095703125,9.947010040283203,0.0146644851192832,0.2555810213088989
1772594804808561000,0.466560791015625,9.922470092773438,0.011971008032560349,0.26007014513015747
1772594804828825000,0.4868251953125,9.911396026611328,0.0005985504249110818,0.26815059781074524
1772594804849089000,0.507089111328125,9.901819229125977,-0.01107318326830864,0.26725277304649353
1772594804869352000,0.52735205078125,9.907206535339355,-0.0146644851192832,0.2720411717891693
1772594804889616000,0.547615966796875,9.906309127807617,-0.017657237127423286,0.28700491786003113
1772594804909880000,0.567880126953125,9.896432876586914,-0.01586158573627472,0.29388827085494995
1772594804930143000,0.58814306640625,9.877279281616211,-0.015263035893440247,0.29059621691703796
1772594804950407000,0.608406982421875,9.85962200164795,-0.0146644851192832,0.2944868206977844
1772594804970671000,0.628671142578125,9.827300071716309,-0.029628245159983635,0.289399117231369
1772594804990934000,0.64893408203125,9.798869132995605,-0.02124853990972042,0.2882020175457001
1772594805011198000,0.669197998046875,9.793182373046875,-0.015562310814857483,0.2959831953048706
1772594805031462000,0.6894619140625,9.803657531738281,-0.025438392534852028,0.3016694188117981
1772594805051725000,0.70972509765625,9.824906349182129,-0.026635494083166122,0.2950853705406189
1772594805071989000,0.729989013671875,9.833285331726074,-0.028131870552897453,0.2908954918384552
1772594805092253000,0.7502529296875,9.849146842956543,-0.032022446393966675,0.2998737692832947
1772594805112516000,0.77051611328125,9.860818862915039,-0.04040215536952019,0.3007715940475464
1772594805132780000,0.790780029296875,9.858125686645508,-0.046088382601737976,0.29897594451904297
1772594805153044000,0.8110439453125,9.841066360473633,-0.048482585698366165,0.30555999279022217
1772594805173307000,0.831306884765625,9.82640266418457,-0.048482585698366165,0.30855274200439453
1772594805193571000,0.851571044921875,9.812934875488281,-0.05117605999112129,0.3139396905899048
1772594805213835000,0.8718349609375,9.815030097961426,-0.05596446618437767,0.3175309896469116
1772594805234098000,0.892097900390625,9.82879638671875,-0.05835866555571556,0.32202014327049255
1772594805254362000,0.912362060546875,9.838972091674805,-0.05925649031996727,0.322618693113327
1772594805274626000,0.9326259765625,9.857826232910156,-0.06973112374544144,0.3315969407558441
1772594805294889000,0.952888916015625,9.860519409179688,-0.06015431880950928,0.3330933153629303
1772594805315153000,0.97315283203125,9.847052574157715,-0.04997896030545235,0.3265092670917511
1772594805335417000,0.9934169921875,9.846453666687012,-0.039803601801395416,0.31932663917541504
1772594805355680000,1.013679931640625,9.864709854125977,-0.04578910768032074,0.32202014327049255
1772594805375944000,1.03394384765625,9.867103576660156,-0.03860650211572647,0.320523738861084
1772594805396208000,1.0542080078125,9.885359764099121,-0.0314238965511322,0.32620999217033386
1772594805416471000,1.074470947265625,9.889549255371094,-0.032620999962091446,0.32172083854675293
1772594805436735000,1.09473486328125,9.891345024108887,-0.04010287672281265,0.3172317147254944
1772594805456999000,1.1149990234375,9.892242431640625,-0.029628245159983635,0.31543606519699097
1772594805477262000,1.135261962890625,9.895833969116211,-0.03711012750864029,0.3148375153541565
1772594805497526000,1.155526123046875,9.898228645324707,-0.03561374917626381,0.31124621629714966
1772594805517790000,1.1757900390625,9.898528099060059,-0.030526071786880493,0.30376434326171875
1772594805538053000,1.19605322265625,9.873088836669922,-0.03082534670829773,0.29299044609069824
1772594805558317000,1.216317138671875,9.852140426635742,-0.02992752194404602,0.2908954918384552
1772594805578581000,1.2365810546875,9.832687377929688,-0.032022446393966675,0.28730419278144836
1772594805598844000,1.256843994140625,9.800065994262695,-0.03950432687997818,0.29209262132644653
1772594805619108000,1.277108154296875,9.78061294555664,-0.04339490458369255,0.29059621691703796
1772594805639372000,1.2973720703125,9.79797077178955,-0.03381809964776039,0.27742812037467957
1772594805659635000,1.317635009765625,9.807847023010254,-0.03561374917626381,0.2786252200603485
1772594805679899000,1.33789892578125,9.823110580444336,-0.04279635474085808,0.28640636801719666
1772594805700163000,1.3581630859375,9.824007987976074,-0.04728548228740692,0.2950853705406189
1772594805720426000,1.378426025390625,9.801262855529785,-0.054168812930583954,0.29628247022628784
1772594805740690000,1.39868994140625,9.778219223022461,-0.055665191262960434,0.3031657934188843
1772594805760954000,1.4189541015625,9.772233963012695,-0.05446808785200119,0.30945056676864624
1772594805781217000,1.439217041015625,9.750985145568848,-0.05267243832349777,0.2983773946762085
1772594805801481000,1.45948095703125,9.733925819396973,-0.04429273307323456,0.29807811975479126
1772594805821745000,1.479744873046875,9.751583099365234,-0.05596446618437767,0.3076549172401428
1772594805842009000,1.500009033203125,9.777320861816406,-0.05746084079146385,0.3106476664543152
1772594805862272000,1.52027197265625,9.781511306762695,-0.05626374110579491,0.3124433159828186
1772594805882536000,1.540535888671875,9.801861763000488,-0.04638765752315521,0.30615854263305664
1772594805902800000,1.5607998046875,9.791686058044434,-0.05147533491253853,0.30286651849746704
1772594805923063000,1.58106298828125,9.80904483795166,-0.04997896030545235,0.29718029499053955
1772594805943327000,1.601326904296875,9.815927505493164,-0.04638765752315521,0.3076549172401428
1772594805963591000,1.6215908203125,9.832687377929688,-0.03950432687997818,0.3208230137825012
1772594805983854000,1.64185400390625,9.839271545410156,-0.035913024097681046,0.32531216740608215
1772594806004118000,1.662117919921875,9.843461036682129,-0.042197804898023605,0.3348889648914337
1772594806024382000,1.6823818359375,9.855731010437012,-0.04399345442652702,0.33429041504859924
1772594806044645000,1.70264501953125,9.874884605407715,-0.04429273307323456,0.3330933153629303
1772594806064909000,1.722908935546875,9.8877534866333,-0.04668693244457245,0.32860419154167175
1772594806085173000,1.743173095703125,9.894637107849121,-0.050876785069704056,0.32381579279899597
1772594806105436000,1.763435791015625,9.89433765411377,-0.047884032130241394,0.32112228870391846
1772594806125700000,1.7837001953125,9.901520729064941,-0.04578910768032074,0.3181295394897461
1772594806145964000,1.803964111328125,9.885359764099121,-0.05177461355924606,0.3115454912185669
1772594806166227000,1.82422705078125,9.86231517791748,-0.05357026308774948,0.31274259090423584
1772594806186491000,1.844490966796875,9.831489562988281,-0.061052143573760986,0.3076549172401428
1772594806206755000,1.864755126953125,9.807547569274902,-0.06434416770935059,0.3049614429473877
1772594806227018000,1.88501806640625,9.78869342803955,-0.061949968338012695,0.2959831953048706
1772594806247282000,1.905281982421875,9.783605575561523,-0.0628477931022644,0.29478609561920166
1772594806267546000,1.925546142578125,9.769240379333496,-0.0487818606197834,0.2867056429386139
1772594806287809000,1.94580908203125,9.756670951843262,-0.047884032130241394,0.28880056738853455
1772594806308073000,1.966072998046875,9.733327865600586,-0.04189852997660637,0.28730419278144836
1772594806328337000,1.9863369140625,9.734524726867676,-0.040701430290937424,0.2858078181743622
1772594806348600000,2.00660009765625,9.724050521850586,-0.04728548228740692,0.28131869435310364
1772594806368864000,2.026864013671875,9.724947929382324,-0.044592007994651794,0.29059621691703796
1772594806389128000,2.0471279296875,9.710283279418945,-0.0454898327589035,0.28969839215278625
1772594806409391000,2.06739111328125,9.701305389404297,-0.03381809964776039,0.29807811975479126
1772594806429655000,2.087655029296875,9.687837600708008,-0.03172317147254944,0.30286651849746704
1772594806449919000,2.1079189453125,9.695618629455566,-0.027832595631480217,0.30945056676864624
1772594806470182000,2.128181884765625,9.69382381439209,-0.03561374917626381,0.30945056676864624
1772594806490446000,2.148446044921875,9.688735961914062,-0.0314238965511322,0.3106476664543152
1772594806510710000,2.1687099609375,9.686640739440918,-0.035913024097681046,0.2992752194404602
1772594806530973000,2.188972900390625,9.69382381439209,-0.038307227194309235,0.29538464546203613
1772594806551237000,2.209237060546875,9.717166900634766,-0.033518824726343155,0.29209262132644653
1772594806571501000,2.2295009765625,9.739612579345703,-0.038307227194309235,0.2959831953048706
1772594806591764000,2.249763916015625,9.760262489318848,-0.03501519933342934,0.28790274262428284
1772594806612028000,2.27002783203125,9.771934509277344,-0.032620999962091446,0.2974795699119568
1772594806632292000,2.2902919921875,9.781810760498047,-0.021547814831137657,0.3010708689689636
1772594806652555000,2.310554931640625,9.78869342803955,-0.01975216343998909,0.309151291847229
1772594806672819000,2.33081884765625,9.80096435546875,-0.013168109580874443,0.3007715940475464
1772594806693083000,2.351082763671875,9.821614265441895,-0.016759412363171577,0.297778844833374
1772594806713346000,2.371345947265625,9.837775230407715,-0.021847089752554893,0.3100491166114807
1772594806733610000,2.39160986328125,9.84256362915039,-0.030226796865463257,0.3130418658256531
1772594806753874000,2.4118740234375,9.85303783416748,-0.02274491637945175,0.3043628931045532
1772594806774137000,2.43213720703125,9.873388290405273,-0.02693476900458336,0.29897594451904297
1772594806794401000,2.452401123046875,9.84495735168457,-0.017956512048840523,0.2950853705406189
1772594806814665000,2.4726650390625,9.818621635437012,-0.010175357572734356,0.2935889959335327
1772594806834928000,2.49292822265625,9.828496932983398,-0.01496376097202301,0.2968810200691223
1772594806855192000,2.513192138671875,9.837176322937012,-0.028730420395731926,0.29239189624786377
1772594806875456000,2.5334560546875,9.843461036682129,-0.03292027488350868,0.289399117231369
1772594806895719000,2.553718994140625,9.862015724182129,-0.03770867735147476,0.29867666959762573
1772594806915983000,2.573983154296875,9.871294021606445,-0.033518824726343155,0.2902969419956207
1772594806936247000,2.5942470703125,9.877578735351562,-0.0454898327589035,0.30047231912612915
1772594806956510000,2.614510009765625,9.89194393157959,-0.04489128291606903,0.2965817451477051
1772594806976774000,2.63477392578125,9.906607627868652,-0.035913024097681046,0.2992752194404602
1772594806997038000,2.6550380859375,9.915287017822266,-0.04010287672281265,0.30196869373321533
1772594807017301000,2.675301025390625,9.9185791015625,-0.04249707981944084,0.3007715940475464
1772594807037565000,2.69556494140625,9.926360130310059,-0.03950432687997818,0.30526071786880493
1772594807057829000,2.7158291015625,9.897629737854004,-0.04040215536952019,0.3034650683403015
1772594807078092000,2.736092041015625,9.863213539123535,-0.03770867735147476,0.29538464546203613
1772594807098356000,2.75635595703125,9.837775230407715,-0.039205051958560944,0.29388827085494995
1772594807118620000,2.776619873046875,9.821314811706543,-0.049380410462617874,0.30286651849746704
1772594807138884000,2.796884033203125,9.799168586730957,-0.044592007994651794,0.3025672435760498
1772594807159147000,2.81714697265625,9.782408714294434,-0.0487818606197834,0.3016694188117981
1772594807179411000,2.837410888671875,9.77133560180664,-0.05297171324491501,0.30047231912612915
1772594807199675000,2.8576748046875,9.76205825805664,-0.04818331077694893,0.2974795699119568
1772594807219938000,2.87793798828125,9.750386238098145,-0.050876785069704056,0.2998737692832947
1772594807240202000,2.898201904296875,9.737217903137207,-0.040701430290937424,0.3031657934188843
1772594807260466000,2.9184658203125,9.731532096862793,-0.04638765752315521,0.3064578175544739
1772594807280729000,2.93872900390625,9.725546836853027,-0.05057751014828682,0.3163338899612427
1772594807300993000,2.958992919921875,9.72853946685791,-0.057161565870046616,0.3082534670829773
1772594807321257000,2.979257080078125,9.717166900634766,-0.04728548228740692,0.30526071786880493
1772594807341520000,2.999519775390625,9.694721221923828,-0.04967968538403511,0.3082534670829773
1772594807361784000,3.0197841796875,9.681253433227539,-0.042197804898023605,0.30795419216156006
1772594807382048000,3.040048095703125,9.667187690734863,-0.04010287672281265,0.3175309896469116
1772594807402311000,3.060310791015625,9.660603523254395,-0.03860650211572647,0.31453824043273926
1772594807422575000,3.0805751953125,9.652523040771484,-0.03950432687997818,0.30286651849746704
1772594807442839000,3.100839111328125,9.651026725769043,-0.04249707981944084,0.30615854263305664
