version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,2201117PG,1772389333306,2026-03-01_18-22-13,Africa/Kigali,android,1.54.0,93d91f86-f368-46d4-bace-d47fb66abfbb,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20|20,true,33
