mean_a,var_a,rms_a,sma_a,mean_g,var_g,dom_freq,spectral_energy,activity
0.3591575979303984,0.007571848617893812,0.36954841194223453,0.6206543302536011,0.00609357619881241,9.292965258953073e-07,0.0,1327.822950652867,Jump
1.3913755715952307,3.6804912283792377,2.3698981432988195,1.839143136292696,-0.11042711216830263,0.41589956694296304,0.0,37771.097073351295,Jump
3.933154690486067,8.602480616295317,4.90634145118212,5.355493780486285,-0.18087527547807744,11.960928088388634,0.0,197709.9689974115,Jump
5.3245271013232776,7.008349789340909,5.946338254931935,7.385154521279037,-0.11811791313967357,49.0628560541251,0.0,318548.0525270664,Jump
5.024422671270407,6.695173425128892,5.651548159991645,6.752152961306274,-0.09948066625744105,124.63047760545435,0.0,285934.31284843886,Jump
4.848222330925783,6.976956723025824,5.52107023077168,6.5168007350014525,0.0664661927241832,47.35854647881565,0.0,269939.01153699076,Jump
5.182662152169183,7.342420929402295,5.848282475473393,6.90928042363841,0.029445340828970074,5.37389349142952,0.0,305314.4146601602,Jump
4.605578954208994,7.370705551784508,5.346219510573552,5.941034246943891,0.01271350422097991,383.74758145075043,0.0,248969.6095946671,Jump
3.9214903673133032,11.099447669134163,5.145632552958402,5.059068709723651,-0.09940351450563563,16.12824774396714,0.0,209283.0739267295,Jump
5.995221370894208,8.4202026988,6.660546673121255,7.768626834009774,0.010747346552088864,31.781660985703535,0.0,401539.9925048459,Jump
6.066719245135225,8.20538150420531,6.708983820482759,8.018408208494074,0.026290794694796202,24.1724044137919,0.0,409078.55828303,Jump
5.320113328707609,7.289213565796606,5.965971789749676,7.226345526278019,0.01718812289303363,10.278783675566208,0.0,319484.14008554217,Jump
3.963515725337887,6.798221553410827,4.744225801794382,5.380529377618805,0.13792580931025442,5.191660989637218,0.0,191096.64796931983,Jump
1.677069574884755,5.993271656739909,2.9674625550702474,2.208071667456534,0.20407139556967493,12.67229313601223,0.0,58096.555322857035,Jump
4.116953889918795,9.557406856427875,5.148467363026143,5.841519188061357,-0.13781849051418252,6.6897944315369635,0.0,217284.4902899252,Jump
6.097314107879835,10.63391439452349,6.914560992910103,8.775034126006068,-0.08228899843214703,16.195752120968173,0.0,424944.81163514755,Jump
6.39796503237635,10.31561733624542,7.158880770885622,9.295261351466179,-0.04607386152570447,2.086119691639985,0.0,460917.76204690227,Jump
6.006434420420853,9.05699034773178,6.718202497286619,8.766395636424422,-0.05732050175623347,2.4781705341870994,0.0,406061.3668257062,Jump
5.261679110186467,7.5875184742422945,5.939089621551011,7.525896653570235,0.10511219756988188,4.029966424505534,0.0,314790.26548840146,Jump
4.079111657423283,7.978602795834451,4.961628231695818,5.5264819857478145,0.09864880883755785,11.109809367243704,0.0,206292.88115314,Jump
1.7348149786834959,6.3739893952976505,3.063261726585286,2.2547014267370105,0.011322473662876273,8.312036361949882,0.0,61970.62197930548,Jump
4.542706578158945,8.49253113390815,5.397102388240999,6.395789195932448,-0.17733318391852662,7.3735149194070475,0.0,248826.75946245575,Jump
5.642787192950764,8.296680082378648,6.335434269827745,7.943936433196068,-0.07166359337395987,2.6290301814181345,0.0,359895.4178778628,Jump
5.644834827219023,8.628677342091322,6.363398272045852,7.9583944337069985,-0.12689466181676834,4.185199400293537,0.0,361795.1459624083,Jump
6.009489535755344,8.820792753166572,6.703339259915133,8.40612904921174,0.04348735184292309,2.3491986618624154,0.0,405243.66789175797,Jump
5.964721587186167,8.817464112366467,6.6629848960515545,8.503243646025657,0.07516978717719515,7.309412657475687,0.0,399871.9907243362,Jump
5.137008493517457,9.140776314276362,5.960673835796324,7.270427732458338,0.039232227653265,1.720150326336525,0.0,309594.119775356,Jump
3.0339170388384273,7.52960674996605,4.090752907292273,4.107352449959144,0.1468772670999169,2.9613769033437425,0.0,129696.18047340128,Jump
3.941625778571061,9.385710495873852,4.992206353324126,5.460751421749592,-0.14559487898775844,8.108560175520926,0.0,202313.04629717625,Jump
5.5056748808158895,8.647610265227941,6.241799913364333,8.021079520881177,-0.010338949301561422,16.822403990029347,0.0,346370.38808821933,Jump
5.279737996509064,8.226782865428502,6.0085286199875965,7.991695611476898,-0.05419744120255928,5.41704821911983,0.0,319893.5731839294,Jump
5.664861271204839,8.804025737394163,6.394894757491375,8.658398019075394,-0.16615215959958732,4.662203129686643,0.0,364936.94318948744,Jump
5.823337101317133,9.368114728083654,6.578705778772925,8.688970582485199,-0.0719762107093508,19.07179844235342,0.0,385954.3136498411,Jump
4.136079856248568,10.382779149880758,5.2430845622730455,5.820716767162085,0.10324979703912202,25.43434270295055,0.0,222987.00286736173,Jump
2.0079485196479014,5.1697690366700275,3.0334182524383655,2.7019030633848162,-0.017405847510866195,3.108981039774246,0.0,66175.58708097356,Jump
1.1115665420659127,1.417448564202591,1.6288120645559332,1.5453878233861178,0.14248202006565405,1.38883465148238,0.0,19443.071900502666,Jump
4.527556417895454,14.2231590122306,5.892531385530069,6.487263757437468,-0.19210418121782524,1.404981663909829,0.0,276105.5207709166,Jump
6.558584131559927,10.123530121313534,7.289619738509219,9.609033782333135,-0.09975692102064689,11.41014109776775,0.0,480768.8848459437,Jump
6.045930772590549,9.446779660939615,6.782334300806543,8.952261899113655,-0.08647228605113925,19.34269045522881,0.0,412768.1886403605,Jump
6.124019215160224,9.718984158518204,6.871869869705757,9.205534757971764,-0.1600927300658077,9.762365817365213,0.0,423636.65729367564,Jump
6.271829328092228,9.864781263643904,7.014315674701397,9.66481232523918,-0.11241367217842102,1.4967190353177677,0.0,442683.40907764336,Jump
5.837326476075113,10.642562551675185,6.687072822989346,8.84315791130066,0.07327988473941029,1.3703067066277939,0.0,393963.0080559185,Jump
3.1102215158289646,11.014425611028054,4.548395704922063,4.604629508517682,0.3275898022701343,2.9838181359911506,0.0,151807.96871512584,Jump
0.3990420207764923,0.043053287534446996,0.44976418474555474,0.5625528866052627,-0.09807589170930442,0.007115042124914259,0.0,1807.6469361428221,Stand
0.37835308442178295,0.02752050087863475,0.4131241428071126,0.5045682378835045,-0.005813773668730096,0.00025625886241846285,0.0,1569.1606185111837,Stand
0.24806659921404736,0.011753798898457428,0.2707228038863373,0.319626379047986,0.00037292222506947356,0.00015348275010175486,0.0,674.1403738889899,Stand
0.2510120178677993,0.004130487124494936,0.25910908945569494,0.31696990516036744,0.007314774589807095,5.5649169701832856e-05,0.0,650.7239099691549,Stand
0.2537580453430989,0.0053168718804257695,0.2640265468788622,0.32002847843803456,-0.01995998744542399,0.0002754030710027851,0.0,670.5158197286203,Stand
0.24296139706897066,0.008089272217327373,0.25907433814068387,0.3134039288107305,-0.010505232815048652,0.00035546077844067167,0.0,630.7487673621614,Stand
0.3215355504586813,0.009110628941323133,0.3354038448647993,0.42599240725859994,0.0032321409775856063,6.578442337807829e-05,0.0,1079.4077264516372,Stand
1.0226700760208625,1.3522344042524574,1.5485762779537129,1.4627700149081648,0.06826073315552396,3.744713694440455,0.0,17219.71838507063,Stand
0.9924704023580078,1.431179044465237,1.5544055275319575,1.4380170331895352,0.13468967113003605,3.4950322860629943,0.0,17005.87205624107,Stand
0.5911405950399236,0.5188225278736375,0.93180992212886,0.8176748927496373,-0.04569516949142175,0.09365356479962698,0.0,6088.647975556852,Stand
0.18612637300911203,0.017835507789204022,0.22908193843847913,0.21818879975005978,-0.001337376474402847,0.0006174304891403106,0.0,435.64229563540556,Stand
0.11576325286668084,0.0006457277962000639,0.11851944359671605,0.1259472008794545,0.0020974105388934807,0.0002456028887519522,0.0,137.24049333095743,Stand
0.09698904959237684,0.0004752376026892486,0.09940881924417863,0.10594353497028336,0.009617935252463192,0.00016189853935153877,0.0,96.44501720762055,Stand
0.1127750578269089,0.002036532432691954,0.12146911583013435,0.1231718179583548,-0.003084922913112687,7.047851947096356e-05,0.0,137.3653385937497,Stand
0.17379702544232106,0.030686019109403172,0.24676187947493425,0.193076986982487,-0.030151273779968808,0.010592284868249787,0.0,455.48926358237725,Stand
0.8312725245167718,1.5374419620055675,1.4928013839831655,1.1288333639316261,-0.028279567932865273,0.7452246734248579,0.0,14598.672858793812,Stand
1.1710375909495518,1.4487031698798145,1.679295152525828,1.670821213540621,0.17680061993310422,6.2952854117318084,0.0,20956.817173022642,Stand
